tag,dataset,lang,n_pairs,gallery_size,n_galleries,mean_diag_cos,median_diag_cos,p10_diag_cos,p90_diag_cos,i2t_r@1,i2t_r@5,i2t_r@10,t2i_r@1,t2i_r@5,t2i_r@10,source_dir
mc2bloom_e16,wit,id,146744,10000,5,0.2744908928871155,0.27450233697891235,0.24148675799369812,0.3080805838108063,5.999999848427251e-05,0.0005400000023655594,0.001140000019222498,0.00017999999545281753,0.0005999999993946403,0.0010200000135228038,mc2bloom_e16
mc2bloom_e16,wit,jv,11926,10000,5,0.27470725774765015,0.2750019431114197,0.24188947677612305,0.3070032000541687,7.999999797903001e-05,0.0005000000237487257,0.001020000036805868,7.999999797903001e-05,0.0002800000103889033,0.001060000027064234,mc2bloom_e16
mc2bloom_e16,wit,ms,59504,10000,5,0.2770889103412628,0.27735841274261475,0.2438906878232956,0.3102893829345703,0.0001400000008288771,0.0005200000014156103,0.0010400000028312206,0.0001799999998183921,0.0006799999857321382,0.0011600000085309147,mc2bloom_e16
mc2bloom_e16,wit,my,9941,9941,1,0.3010489046573639,0.2983636260032654,0.24859996140003204,0.3551844358444214,0.00010059350461233407,0.0005029675085097551,0.00110652856528759,0.00020118700922466815,0.0005029675085097551,0.0009053415269590914,mc2bloom_e16
mc2bloom_e16,wit,th,55594,10000,5,0.2934216260910034,0.2940741181373596,0.24067528545856476,0.3438618779182434,9.999999747378752e-05,0.00044000000925734637,0.0009400000097230076,0.00011999999696854502,0.0004800000227987766,0.0009800000232644379,mc2bloom_e16
mc2bloom_e16,wit,vi,203979,10000,5,0.286160409450531,0.2846231460571289,0.24654768407344818,0.32488423585891724,0.00011999999696854502,0.00048000001697801054,0.0009200000204145908,0.00011999999696854502,0.00047999999660532924,0.0008800000068731606,mc2bloom_e16
mc2bloom_e24,bloom,fil,558,558,1,0.2567187249660492,0.2500445246696472,0.22542378306388855,0.2938660979270935,0.001792114693671465,0.01433691754937172,0.023297490552067757,0.001792114693671465,0.01433691754937172,0.030465949326753616,mc2bloom_e24
mc2bloom_e24,bloom,id,2169,2169,1,0.2555397152900696,0.2481771558523178,0.22329135239124298,0.2921282649040222,0.0009220839128829539,0.004610419739037752,0.006915629375725985,0.002305209869518876,0.006454587448388338,0.014753342606127262,mc2bloom_e24
mc2bloom_e24,bloom,km,308,308,1,0.2987966239452362,0.3023309111595154,0.2387508749961853,0.3528265058994293,0.003246753243729472,0.022727273404598236,0.04545454680919647,0.006493506487458944,0.019480518996715546,0.03896103799343109,mc2bloom_e24
mc2bloom_e24,bloom,ms,102,102,1,0.28052854537963867,0.27688175439834595,0.23126272857189178,0.3238990902900696,0.009803921915590763,0.09803921729326248,0.14705882966518402,0.009803921915590763,0.11764705926179886,0.14705882966518402,mc2bloom_e24
mc2bloom_e24,bloom,my,419,419,1,0.3209627568721771,0.30652564764022827,0.24970121681690216,0.4049846827983856,0.00238663493655622,0.01193317398428917,0.026252983137965202,0.00477326987311244,0.021479712799191475,0.03818615898489952,mc2bloom_e24
mc2bloom_e24,bloom,th,3009,3009,1,0.35012704133987427,0.35077953338623047,0.2929953634738922,0.40124818682670593,0.00033233631984330714,0.0016616815701127052,0.0033233631402254105,0.00033233631984330714,0.0023263543844223022,0.0046527087688446045,mc2bloom_e24
mc2bloom_e24,bloom,vi,22,22,1,0.30908438563346863,0.30893653631210327,0.2409704029560089,0.38652175664901733,0.04545454680919647,0.22727273404598236,0.4545454680919647,0.0,0.22727273404598236,0.5454545617103577,mc2bloom_e24
mc2bloom_e24,cgoe,id,223098,10000,5,0.2256355732679367,0.22819235920906067,0.17419171333312988,0.27291014790534973,7.999999797903001e-05,0.0005200000014156103,0.0009600000339560211,7.999999797903001e-05,0.0004600000102072954,0.0009799999999813736,mc2bloom_e24
mc2bloom_e24,cgoe,jv,39747,10000,5,0.2265297770500183,0.22895802557468414,0.17356345057487488,0.27406981587409973,0.00013999999646330252,0.0005600000149570405,0.001160000020172447,1.9999999494757503e-05,0.00047999999951571227,0.0010400000144727528,mc2bloom_e24
mc2bloom_e24,cgoe,ms,161397,10000,5,0.21387749910354614,0.21599061787128448,0.16658179461956024,0.2575615346431732,0.00011999999696854502,0.0005200000188779086,0.001060000027064234,5.999999848427251e-05,0.0005400000256486237,0.0009600000106729567,mc2bloom_e24
mc2bloom_e24,cgoe,su,21238,10000,5,0.2111053764820099,0.2157331258058548,0.15606465935707092,0.25828734040260315,9.999999747378752e-05,0.00040000000153668226,0.0008599999826401472,9.999999747378752e-05,0.00042000000539701434,0.0007999999797903001,mc2bloom_e24
mc2bloom_e24,cgoe,th,58433,10000,5,0.2720817029476166,0.27214816212654114,0.20969350636005402,0.33420848846435547,9.999999747378752e-05,0.0004600000102072954,0.0010400000144727528,5.999999848427251e-05,0.0004600000102072954,0.0009800000116229057,mc2bloom_e24
mc2bloom_e24,cgoe,vi,199562,10000,5,0.25801411271095276,0.25422248244285583,0.202047660946846,0.3214326500892639,7.999999797903001e-05,0.00038000000640749934,0.0009000000078231096,0.00011999999696854502,0.0005200000043259934,0.0011999999871477485,mc2bloom_e24
mc2bloom_e24,wit,id,146744,10000,5,0.23246414959430695,0.233949214220047,0.1838836818933487,0.27882882952690125,0.00011999999696854502,0.0005800000159069896,0.0010800000396557151,0.00011999999696854502,0.0004600000160280615,0.0009200000204145908,mc2bloom_e24
mc2bloom_e24,wit,jv,11926,10000,5,0.23356519639492035,0.23419201374053955,0.18464453518390656,0.2809865176677704,7.999999797903001e-05,0.00043999999761581423,0.0009200000204145908,1.9999999494757503e-05,0.0003000000142492354,0.0007999999797903001,mc2bloom_e24
mc2bloom_e24,wit,ms,59504,10000,5,0.23394320905208588,0.2353556752204895,0.18351581692695618,0.2812644839286804,7.999999797903001e-05,0.00048000000533647834,0.0010000000125728547,0.00011999999696854502,0.0004599999985657632,0.0012000000104308128,mc2bloom_e24
mc2bloom_e24,wit,my,9941,9941,1,0.27045345306396484,0.2667485773563385,0.21056821942329407,0.3364434540271759,0.0,0.000603560998570174,0.0010059350170195103,0.00010059350461233407,0.0004023740184493363,0.0008047480368986726,mc2bloom_e24
mc2bloom_e24,wit,th,55594,10000,5,0.26806509494781494,0.26666706800460815,0.21199563145637512,0.32636022567749023,9.999999747378752e-05,0.00044000000925734637,0.0008199999807402492,7.999999797903001e-05,0.00042000000248663125,0.0008599999826401472,mc2bloom_e24
mc2bloom_e24,wit,vi,203979,10000,5,0.24005937576293945,0.238807812333107,0.19331078231334686,0.28767129778862,7.999999797903001e-05,0.0004199999966658652,0.0009200000087730587,0.00013999999646330252,0.0005199999926844612,0.0009599999990314245,mc2bloom_e24
mc2bloom_e32,bloom,fil,558,558,1,0.28033921122550964,0.268000990152359,0.23565296828746796,0.34158581495285034,0.005376344081014395,0.0197132620960474,0.025089606642723083,0.008960573934018612,0.04301075264811516,0.10215053707361221,mc2bloom_e32
mc2bloom_e32,bloom,id,2169,2169,1,0.274681955575943,0.2588760256767273,0.23363836109638214,0.3475905954837799,0.0009220839128829539,0.006915629375725985,0.011526049114763737,0.0018441678257659078,0.013370216824114323,0.024435224011540413,mc2bloom_e32
mc2bloom_e32,bloom,km,308,308,1,0.31109583377838135,0.3080512583255768,0.2514205873012543,0.3613487780094147,0.006493506487458944,0.022727273404598236,0.06818182021379471,0.006493506487458944,0.04545454680919647,0.08116883039474487,mc2bloom_e32
mc2bloom_e32,bloom,ms,102,102,1,0.3173360228538513,0.30615290999412537,0.2625846862792969,0.3761729300022125,0.009803921915590763,0.1666666716337204,0.343137264251709,0.03921568766236305,0.1568627506494522,0.29411765933036804,mc2bloom_e32
mc2bloom_e32,bloom,my,419,419,1,0.33091577887535095,0.3192422091960907,0.25464457273483276,0.4268735349178314,0.00238663493655622,0.01193317398428917,0.026252983137965202,0.0071599045768380165,0.016706444323062897,0.03102625347673893,mc2bloom_e32
mc2bloom_e32,bloom,th,3009,3009,1,0.34950169920921326,0.3520389199256897,0.27059996128082275,0.41876962780952454,0.00033233631984330714,0.0016616815701127052,0.003655699547380209,0.00033233631984330714,0.0016616815701127052,0.0033233631402254105,mc2bloom_e32
mc2bloom_e32,bloom,vi,22,22,1,0.34100693464279175,0.32489192485809326,0.29017025232315063,0.40475237369537354,0.04545454680919647,0.22727273404598236,0.4545454680919647,0.09090909361839294,0.22727273404598236,0.4545454680919647,mc2bloom_e32
mc2bloom_e32,cgoe,id,223098,10000,5,0.2280476689338684,0.22860980033874512,0.16349105536937714,0.29115840792655945,3.9999998989515007e-05,0.0005399999907240271,0.0011000000056810677,7.999999797903001e-05,0.0005000000121071935,0.0011399999959394336,mc2bloom_e32
mc2bloom_e32,cgoe,jv,39747,10000,5,0.2195757031440735,0.22079597413539886,0.1541484147310257,0.2829855680465698,7.999999797903001e-05,0.00042000001994892957,0.0010400000144727528,0.00012000000133411959,0.0005200000072363764,0.0009800000116229057,mc2bloom_e32
mc2bloom_e32,cgoe,ms,161397,10000,5,0.20413918793201447,0.20385922491550446,0.14611443877220154,0.2622787356376648,5.999999848427251e-05,0.0004200000112177804,0.0010199999902397393,0.00019999999494757503,0.0005200000014156103,0.0010800000047311187,mc2bloom_e32
mc2bloom_e32,cgoe,su,21238,10000,5,0.2126465141773224,0.21498721837997437,0.14567510783672333,0.2760375142097473,7.999999797903001e-05,0.0004400000034365803,0.0009200000087730587,5.999999848427251e-05,0.0003599999996367842,0.0007400000002235174,mc2bloom_e32
mc2bloom_e32,cgoe,th,58433,10000,5,0.26594555377960205,0.26477938890457153,0.19693610072135925,0.336881548166275,7.999999797903001e-05,0.0005200000014156103,0.0010400000144727528,0.00013999999646330252,0.0005000000179279596,0.0009199999971315264,mc2bloom_e32
mc2bloom_e32,cgoe,vi,199562,10000,5,0.2730850875377655,0.27386581897735596,0.19863657653331757,0.346498042345047,9.999999747378752e-05,0.00040000001317821445,0.0008600000001024455,3.9999998989515007e-05,0.0005200000188779086,0.001060000027064234,mc2bloom_e32
mc2bloom_e32,wit,id,146744,10000,5,0.23705071210861206,0.23787589371204376,0.1736532747745514,0.2990354895591736,9.999999747378752e-05,0.0005000000091968104,0.0009199999971315264,0.00011999999696854502,0.0006600000022444874,0.0011000000406056643,mc2bloom_e32
mc2bloom_e32,wit,jv,11926,10000,5,0.2377406805753708,0.23813073337078094,0.17327570915222168,0.3013039827346802,7.999999797903001e-05,0.0003000000142492354,0.001220000023022294,7.999999797903001e-05,0.0006199999916134402,0.0012199999997392296,mc2bloom_e32
mc2bloom_e32,wit,ms,59504,10000,5,0.23741471767425537,0.23848572373390198,0.1721036285161972,0.30053627490997314,5.999999848427251e-05,0.0004200000112177804,0.0009199999971315264,9.999999747378752e-05,0.00040000000153668226,0.0010599999921396374,mc2bloom_e32
mc2bloom_e32,wit,my,9941,9941,1,0.26813244819641113,0.26975923776626587,0.2021043300628662,0.33098065853118896,0.0,0.0005029675085097551,0.0009053415269590914,0.00010059350461233407,0.000301780499285087,0.0010059350170195103,mc2bloom_e32
mc2bloom_e32,wit,th,55594,10000,5,0.26304808259010315,0.2624574899673462,0.19885016977787018,0.3278355598449707,7.999999797903001e-05,0.00031999999191612005,0.0007600000128149987,0.00011999999696854502,0.0005000000004656613,0.001080000028014183,mc2bloom_e32
mc2bloom_e32,wit,vi,203979,10000,5,0.24458466470241547,0.24419410526752472,0.17854304611682892,0.30987828969955444,3.9999998989515007e-05,0.00038000000349711625,0.0008599999942816794,0.0001400000008288771,0.00036000001127831636,0.0008599999942816794,mc2bloom_e32
mc2bloom_e8,bloom,fil,558,558,1,0.2653959095478058,0.2605555057525635,0.2463119775056839,0.2850143313407898,0.001792114693671465,0.008960573934018612,0.017921147868037224,0.0,0.012544803321361542,0.017921147868037224,mc2bloom_e8
mc2bloom_e8,bloom,id,2169,2169,1,0.26483696699142456,0.2614951431751251,0.24896866083145142,0.28041160106658936,0.00046104195644147694,0.002305209869518876,0.004149377811700106,0.0009220839128829539,0.004610419739037752,0.006454587448388338,mc2bloom_e8
mc2bloom_e8,bloom,km,308,308,1,0.29936107993125916,0.3030478358268738,0.2682355046272278,0.32851505279541016,0.0,0.019480518996715546,0.0357142873108387,0.003246753243729472,0.006493506487458944,0.022727273404598236,mc2bloom_e8
mc2bloom_e8,bloom,ms,102,102,1,0.2709887623786926,0.2689005136489868,0.23699158430099487,0.3004177510738373,0.009803921915590763,0.05882352963089943,0.09803921729326248,0.009803921915590763,0.03921568766236305,0.0882352963089943,mc2bloom_e8
mc2bloom_e8,bloom,my,419,419,1,0.3106090724468231,0.3138907253742218,0.2819634974002838,0.3362516164779663,0.00238663493655622,0.01193317398428917,0.021479712799191475,0.00238663493655622,0.01193317398428917,0.01909307949244976,mc2bloom_e8
mc2bloom_e8,bloom,th,3009,3009,1,0.3301686644554138,0.3324722349643707,0.2833808958530426,0.3709297776222229,0.00033233631984330714,0.0019940179772675037,0.003655699547380209,0.00033233631984330714,0.0016616815701127052,0.0029910269659012556,mc2bloom_e8
mc2bloom_e8,bloom,vi,22,22,1,0.33550676703453064,0.3329777121543884,0.31560394167900085,0.35999685525894165,0.04545454680919647,0.22727273404598236,0.4545454680919647,0.04545454680919647,0.3181818127632141,0.4545454680919647,mc2bloom_e8
mc2bloom_e8,cgoe,id,223098,10000,5,0.25994056463241577,0.2616691589355469,0.2297021448612213,0.28695839643478394,0.00011999999696854502,0.0005400000081863254,0.001120000029914081,5.999999848427251e-05,0.0003200000079232268,0.0008399999933317304,mc2bloom_e8
mc2bloom_e8,cgoe,jv,39747,10000,5,0.2579895853996277,0.2604379951953888,0.2256707102060318,0.2856498062610626,5.999999848427251e-05,0.0004400000034365803,0.001060000027064234,0.00013999999646330252,0.00048000001115724447,0.0008800000068731606,mc2bloom_e8
mc2bloom_e8,cgoe,ms,161397,10000,5,0.2620348632335663,0.26274731755256653,0.23268279433250427,0.2894296646118164,0.00011999999696854502,0.00044000000925734637,0.0010599999921396374,7.999999797903001e-05,0.0005000000062864273,0.001040000026114285,mc2bloom_e8
mc2bloom_e8,cgoe,su,21238,10000,5,0.2544931471347809,0.25715023279190063,0.22314438223838806,0.2823602259159088,7.999999797903001e-05,0.0004600000160280615,0.0010200000135228038,7.999999797903001e-05,0.0004600000102072954,0.0008999999961815774,mc2bloom_e8
mc2bloom_e8,cgoe,th,58433,10000,5,0.2741420269012451,0.2718493938446045,0.23802927136421204,0.3138735890388489,5.999999848427251e-05,0.0005000000179279596,0.001020000025164336,5.999999848427251e-05,0.0004600000160280615,0.0010600000387057662,mc2bloom_e8
mc2bloom_e8,cgoe,vi,199562,10000,5,0.304548442363739,0.3029710054397583,0.2574924826622009,0.35361430048942566,9.999999747378752e-05,0.00044000000925734637,0.0009800000116229057,3.9999998989515007e-05,0.00037999999040039256,0.0009999999776482583,mc2bloom_e8
mc2bloom_e8,wit,id,146744,10000,5,0.2474512904882431,0.2519177198410034,0.21123646199703217,0.27523407340049744,9.999999747378752e-05,0.0005000000179279596,0.0009600000223144889,0.00011999999696854502,0.0005800000159069896,0.0010600000037811696,mc2bloom_e8
mc2bloom_e8,wit,jv,11926,10000,5,0.24471783638000488,0.24924038350582123,0.2085995376110077,0.27265357971191406,1.9999999494757503e-05,0.0005000000237487257,0.0009199999971315264,0.0,0.00024000000266823917,0.0007399999769404531,mc2bloom_e8
mc2bloom_e8,wit,ms,59504,10000,5,0.2490675300359726,0.25300848484039307,0.21448181569576263,0.27601367235183716,9.999999747378752e-05,0.0005000000237487257,0.0009199999854899943,9.999999747378752e-05,0.00048000001115724447,0.0010200000135228038,mc2bloom_e8
mc2bloom_e8,wit,my,9941,9941,1,0.266746461391449,0.27023714780807495,0.22271379828453064,0.30629295110702515,0.0,0.000603560998570174,0.00110652856528759,0.00010059350461233407,0.0004023740184493363,0.0014083089772611856,mc2bloom_e8
mc2bloom_e8,wit,th,55594,10000,5,0.2647676467895508,0.26456111669540405,0.22873909771442413,0.30067065358161926,9.999999747378752e-05,0.0005200000188779086,0.001060000015422702,7.999999797903001e-05,0.0004600000218488276,0.0009000000078231096,mc2bloom_e8
mc2bloom_e8,wit,vi,203979,10000,5,0.2622101604938507,0.26105111837387085,0.2233932465314865,0.2971619963645935,0.00013999999646330252,0.0005599999974947422,0.001020000025164336,7.999999797903001e-05,0.0004600000102072954,0.0010400000028312206,mc2bloom_e8
mc2cc_e0,bloom,ceb,2951,2951,1,0.11954464763402939,0.12006755918264389,0.055953312665224075,0.18124663829803467,0.00304981367662549,0.008810572326183319,0.01219925470650196,0.005083022639155388,0.01050491351634264,0.015926804393529892,mc2cc_e0
mc2cc_e0,bloom,fil,558,558,1,0.10423488914966583,0.1022007018327713,0.03451574221253395,0.1796877384185791,0.0197132620960474,0.044802866876125336,0.05734767019748688,0.017921147868037224,0.032258063554763794,0.04301075264811516,mc2cc_e0
mc2cc_e0,bloom,id,2169,2169,1,0.10320297628641129,0.10326295346021652,0.04045366123318672,0.1647014617919922,0.0009220839128829539,0.006454587448388338,0.007837713696062565,0.0009220839128829539,0.003227293724194169,0.00968188140541315,mc2cc_e0
mc2cc_e0,bloom,km,308,308,1,0.03693766891956329,0.03793959692120552,-0.00936009269207716,0.08278389275074005,0.003246753243729472,0.022727273404598236,0.0357142873108387,0.003246753243729472,0.012987012974917889,0.012987012974917889,mc2cc_e0
mc2cc_e0,bloom,ms,102,102,1,0.11639438569545746,0.10866108536720276,0.04735180735588074,0.2010166049003601,0.009803921915590763,0.009803921915590763,0.05882352963089943,0.019607843831181526,0.03921568766236305,0.0784313753247261,mc2cc_e0
mc2cc_e0,bloom,my,419,419,1,0.04734071344137192,0.050687674432992935,-0.004329988267272711,0.09504927694797516,0.00238663493655622,0.016706444323062897,0.021479712799191475,0.00238663493655622,0.00954653974622488,0.016706444323062897,mc2cc_e0
mc2cc_e0,bloom,th,3009,3009,1,0.026255734264850616,0.024820297956466675,-0.010401010513305664,0.06491480767726898,0.00033233631984330714,0.0023263543844223022,0.004320372361689806,0.00033233631984330714,0.0019940179772675037,0.003655699547380209,mc2cc_e0
mc2cc_e0,bloom,vi,22,22,1,0.05038687214255333,0.043656088411808014,0.011792543344199657,0.10994970053434372,0.09090909361839294,0.1818181872367859,0.3181818127632141,0.09090909361839294,0.27272728085517883,0.4545454680919647,mc2cc_e0
mc2cc_e0,cgoe,id,223098,10000,5,0.09952398389577866,0.09855253994464874,0.010556134395301342,0.1890822798013687,0.003560000052675605,0.011480000056326389,0.016839999705553055,0.0016999999526888133,0.005719999969005585,0.009520000033080577,mc2cc_e0
mc2cc_e0,cgoe,jv,39747,10000,5,0.12433171272277832,0.12207766622304916,0.04197249934077263,0.2116278111934662,0.004440000001341105,0.013499999977648258,0.021579999849200247,0.0019800000358372928,0.006039999984204769,0.009500000067055226,mc2cc_e0
mc2cc_e0,cgoe,ms,161397,10000,5,0.10723476111888885,0.10701513290405273,0.02619136869907379,0.1880851835012436,0.0029199999757111073,0.00876000002026558,0.014199999906122685,0.0012999999802559615,0.004379999963566661,0.0067599998787045475,mc2cc_e0
mc2cc_e0,cgoe,su,21238,10000,5,0.11229047924280167,0.11082631349563599,0.02881823666393757,0.19786962866783142,0.0029000000096857546,0.009320000186562538,0.01472000014036894,0.0008000000001629814,0.002760000014677644,0.0053600000217556955,mc2cc_e0
mc2cc_e0,cgoe,th,58433,10000,5,0.007873673923313618,0.0018436592072248459,-0.04525987431406975,0.06951583921909332,0.00024000000703381375,0.0009799999883398415,0.0017199999885633588,7.999999797903001e-05,0.0005400000081863254,0.0009400000097230076,mc2cc_e0
mc2cc_e0,cgoe,vi,199562,10000,5,0.06276249140501022,0.058175742626190186,-0.007061799056828022,0.1392458826303482,0.0018400000175461174,0.0050200000405311584,0.007479999866336584,0.00018000000418396666,0.0006600000080652535,0.0013999999966472388,mc2cc_e0
mc2cc_e0,wit,id,146744,10000,5,0.18260613083839417,0.17839054763317108,0.09354987740516663,0.2814335227012634,0.036419999599456784,0.08199999928474426,0.10754000097513199,0.027140000462532045,0.06738000065088272,0.09217999875545502,mc2cc_e0
mc2cc_e0,wit,jv,11926,10000,5,0.1893342286348343,0.18207839131355286,0.10205318033695221,0.292289674282074,0.04683999940752983,0.09844000041484832,0.1240799993276596,0.033959999680519104,0.08193999826908112,0.10884000062942505,mc2cc_e0
mc2cc_e0,wit,ms,59504,10000,5,0.1815299242734909,0.1767728328704834,0.08826366066932678,0.28610822558403015,0.04013999998569488,0.08651999980211258,0.11346000134944915,0.02857999987900257,0.07180000096559525,0.09896000027656555,mc2cc_e0
mc2cc_e0,wit,my,9941,9941,1,0.09226410835981369,0.05017253756523132,-0.025253642350435257,0.29459983110427856,0.04476410895586014,0.087013378739357,0.10622673481702805,0.026757871732115746,0.0550246462225914,0.07514334470033646,mc2cc_e0
mc2cc_e0,wit,th,55594,10000,5,0.05738981440663338,0.04223662614822388,-0.020860977470874786,0.14799852669239044,0.020660000294446944,0.03789999932050705,0.04472000077366829,0.008679999969899654,0.01954000033438206,0.025520000234246255,mc2cc_e0
mc2cc_e0,wit,vi,203979,10000,5,0.1149936094880104,0.10000725090503693,0.01981262117624283,0.2368534654378891,0.022639999538660048,0.04560000076889992,0.058500000089406964,0.011720000021159648,0.027779999747872354,0.0379600003361702,mc2cc_e0
mc2cc_e16,bloom,ceb,2951,2951,1,0.1855699121952057,0.18375730514526367,0.14318862557411194,0.23058252036571503,0.003727549919858575,0.009827177040278912,0.012876991182565689,0.0033886819146573544,0.006777363829314709,0.009488308802247047,mc2cc_e16
mc2cc_e16,bloom,fil,558,558,1,0.19066496193408966,0.1852148473262787,0.14575901627540588,0.24124635756015778,0.01433691754937172,0.037634409964084625,0.05734767019748688,0.01075268816202879,0.032258063554763794,0.04659498110413551,mc2cc_e16
mc2cc_e16,bloom,id,2169,2169,1,0.18441784381866455,0.18154308199882507,0.14172227680683136,0.23152926564216614,0.00046104195644147694,0.004610419739037752,0.006915629375725985,0.0013831258984282613,0.003227293724194169,0.004610419739037752,mc2cc_e16
mc2cc_e16,bloom,km,308,308,1,0.1909371018409729,0.18808481097221375,0.14883551001548767,0.2375497817993164,0.003246753243729472,0.019480518996715546,0.03246753290295601,0.003246753243729472,0.009740259498357773,0.025974025949835777,mc2cc_e16
mc2cc_e16,bloom,ms,102,102,1,0.2085815817117691,0.20067912340164185,0.15383337438106537,0.2556350529193878,0.009803921915590763,0.04901960864663124,0.09803921729326248,0.009803921915590763,0.03921568766236305,0.10784313827753067,mc2cc_e16
mc2cc_e16,bloom,my,419,419,1,0.18750183284282684,0.18643276393413544,0.14697669446468353,0.23107033967971802,0.00238663493655622,0.00954653974622488,0.028639618307352066,0.00238663493655622,0.00954653974622488,0.021479712799191475,mc2cc_e16
mc2cc_e16,bloom,th,3009,3009,1,0.2219986766576767,0.224294051527977,0.17548400163650513,0.265397310256958,0.0013293452793732285,0.002658690558746457,0.0039880359545350075,0.00033233631984330714,0.0006646726396866143,0.0029910269659012556,mc2cc_e16
mc2cc_e16,bloom,vi,22,22,1,0.18524794280529022,0.17608341574668884,0.1564040333032608,0.2274426817893982,0.09090909361839294,0.22727273404598236,0.4545454680919647,0.04545454680919647,0.27272728085517883,0.40909090638160706,mc2cc_e16
mc2cc_e16,cgoe,id,223098,10000,5,0.19126440584659576,0.18692472577095032,0.1330987513065338,0.2556099593639374,0.002300000051036477,0.007739999983459711,0.012280000187456609,0.0009600000106729567,0.0036399999633431436,0.006499999947845936,mc2cc_e16
mc2cc_e16,cgoe,jv,39747,10000,5,0.20861031115055084,0.20453718304634094,0.14539293944835663,0.2781963646411896,0.0031400000676512717,0.01064000017940998,0.01647999994456768,0.0014799999771639705,0.004719999991357327,0.008100000023841859,mc2cc_e16
mc2cc_e16,cgoe,ms,161397,10000,5,0.20238977670669556,0.19805270433425903,0.1484764814376831,0.26223647594451904,0.0023200000170618294,0.007019999902695417,0.011299999989569187,0.0013199999928474426,0.0036000000312924386,0.006039999984204769,mc2cc_e16
mc2cc_e16,cgoe,su,21238,10000,5,0.19698688387870789,0.19403734803199768,0.1472349464893341,0.25033989548683167,0.0016600000206381082,0.0055599999614059925,0.00950000025331974,0.0007799999963026494,0.0024800000013783575,0.0043600000441074375,mc2cc_e16
mc2cc_e16,cgoe,th,58433,10000,5,0.2069161981344223,0.20597198605537415,0.15396998822689056,0.26076778769493103,0.0002800000089337118,0.0010799999930895866,0.0017600000137463212,5.999999848427251e-05,0.0005799999984446913,0.0011599999852478504,mc2cc_e16
mc2cc_e16,cgoe,vi,199562,10000,5,0.15921172499656677,0.15610995888710022,0.10891100019216537,0.21296074986457825,0.0015400000149384141,0.003680000035092235,0.005499999970197678,0.0002800000089337118,0.0010200000135228038,0.002000000048428774,mc2cc_e16
mc2cc_e16,wit,id,146744,10000,5,0.22944022715091705,0.22121569514274597,0.16311131417751312,0.3122972249984741,0.02085999995470047,0.052099999785423276,0.07422000020742417,0.017659999802708624,0.043880000710487366,0.0626800000667572,mc2cc_e16
mc2cc_e16,wit,jv,11926,10000,5,0.23417571187019348,0.2250637412071228,0.16742999851703644,0.3205191493034363,0.025519999861717223,0.06525999903678895,0.08766000121831893,0.02127999998629093,0.05475999936461449,0.07410000115633011,mc2cc_e16
mc2cc_e16,wit,ms,59504,10000,5,0.2309100329875946,0.2225084900856018,0.16309085488319397,0.31536930799484253,0.02359999977052212,0.05650000050663948,0.07870000004768371,0.0177800003439188,0.046700000017881396,0.06710000038146972,mc2cc_e16
mc2cc_e16,wit,my,9941,9941,1,0.21782027184963226,0.20714712142944336,0.14484335482120514,0.31660470366477966,0.02987626940011978,0.06538577377796173,0.08067598938941956,0.015591992996633053,0.039332058280706406,0.05351574346423149,mc2cc_e16
mc2cc_e16,wit,th,55594,10000,5,0.2064848393201828,0.20210592448711395,0.15040285885334015,0.2662467658519745,0.01383999977260828,0.028340000286698343,0.035020000487566,0.005480000097304582,0.013819999992847443,0.018380000069737435,mc2cc_e16
mc2cc_e16,wit,vi,203979,10000,5,0.19478139281272888,0.18721982836723328,0.12386996299028397,0.2769061326980591,0.015919999964535237,0.03572000041604042,0.04875999987125397,0.008419999945908785,0.022439999878406523,0.030860000103712083,mc2cc_e16
mc2cc_e24,bloom,ceb,2951,2951,1,0.18320582807064056,0.18035759031772614,0.1423986703157425,0.2261323630809784,0.0016943409573286772,0.007793968077749014,0.011182649992406368,0.0033886819146573544,0.005421890877187252,0.011182649992406368,mc2cc_e24
mc2cc_e24,bloom,fil,558,558,1,0.18703585863113403,0.18436530232429504,0.13908757269382477,0.23946793377399445,0.012544803321361542,0.02867383509874344,0.037634409964084625,0.012544803321361542,0.030465949326753616,0.044802866876125336,mc2cc_e24
mc2cc_e24,bloom,id,2169,2169,1,0.17774838209152222,0.17538724839687347,0.1327241212129593,0.228618785738945,0.00046104195644147694,0.0036883356515318155,0.005532503593713045,0.0,0.003227293724194169,0.004149377811700106,mc2cc_e24
mc2cc_e24,bloom,km,308,308,1,0.1856364905834198,0.1854419708251953,0.14795830845832825,0.22151684761047363,0.0,0.022727273404598236,0.03246753290295601,0.006493506487458944,0.012987012974917889,0.04220779240131378,mc2cc_e24
mc2cc_e24,bloom,ms,102,102,1,0.2039221227169037,0.1976313441991806,0.15732425451278687,0.2566261291503906,0.029411764815449715,0.06862745434045792,0.14705882966518402,0.019607843831181526,0.05882352963089943,0.10784313827753067,mc2cc_e24
mc2cc_e24,bloom,my,419,419,1,0.1652282178401947,0.16161590814590454,0.11984413862228394,0.21366819739341736,0.00238663493655622,0.00954653974622488,0.03102625347673893,0.00238663493655622,0.00954653974622488,0.016706444323062897,mc2cc_e24
mc2cc_e24,bloom,th,3009,3009,1,0.21234838664531708,0.21347573399543762,0.17047181725502014,0.2522214651107788,0.00033233631984330714,0.00033233631984330714,0.003655699547380209,0.00033233631984330714,0.0019940179772675037,0.0029910269659012556,mc2cc_e24
